CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,CREDIT_UTILIZATION,PAYMENT_RATIO,PURCHASE_TO_LIMIT,CASH_ADVANCE_INTENSITY,AVG_PURCHASE_VALUE,INSTALLMENT_PURCHASE_SHARE,SEGMENT
C10491,2597.400267,1.0,1748.73,518.44,1230.29,0.0,1.0,0.416667,1.0,0.0,0,31,6500.0,2497.488126,1584.520204,0.0,12,0.3996000410769231,0.9615337912029253,0.2690353846153846,0.0,56.410645161290326,0.7035334213972425,High-Value Active
C10492,1481.43247,1.0,0.0,0.0,0.0,149.36039,0.0,0.0,0.0,0.083333,1,0,1800.0,586.426259,494.954634,0.0,12,0.8230180388888889,0.3958508206587371,0.0,0.08297799444444444,0.0,0.0,High-Utilization
C10493,1135.53683,1.0,50.98,0.0,50.98,0.0,0.333333,0.0,0.333333,0.0,0,4,1200.0,320.592941,385.347014,0.0,12,0.9462806916666667,0.2823272064191876,0.04248333333333333,0.0,12.745,1.0,High-Utilization
C10494,3430.981532,1.0,378.04,0.0,378.04,0.0,0.166667,0.0,0.166667,0.0,0,4,11300.0,4315.936534,4483.503862,0.0,12,0.3036266842477876,1.2579305641100724,0.03345486725663717,0.0,94.51,1.0,Installment-Focused
C10495,4102.599015,1.0,1483.12,1085.19,397.93,1992.715742,0.833333,0.25,0.583333,0.166667,3,30,5000.0,1357.36111,1919.690041,0.0,12,0.8205198029999999,0.33085395502636034,0.296624,0.3985431484,49.43733333333333,0.2683060035600626,High-Utilization
C10497,150.952465,0.727273,6407.67,3725.33,2682.34,0.0,1.0,0.666667,1.0,0.0,0,44,14500.0,3484.429075,108.937025,0.3,12,0.010410514827586205,23.082955783464683,0.441908275862069,0.0,145.62886363636363,0.4186139423534608,High-Value Active
C10498,3170.537693,0.909091,0.0,0.0,0.0,1161.103112,0.0,0.0,0.0,0.181818,2,0,3500.0,547.23924,1111.251287,0.0,11,0.9058679122857144,0.17260139856031667,0.0,0.3317437462857143,0.0,0.0,High-Utilization
C10501,911.281862,1.0,70.0,70.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,8500.0,566.292758,218.497636,0.0,12,0.10720963082352941,0.6214243711129631,0.00823529411764706,0.0,70.0,0.0,Low-Engagement
C10502,45.753138,0.545455,449.96,0.0,449.96,0.0,0.5,0.0,0.5,0.0,0,8,7000.0,1023.209164,127.78905,0.6,12,0.006536162571428571,22.363693698998308,0.06428,0.0,56.245,1.0,Installment-Focused
C10503,456.648662,1.0,3355.33,2305.33,1050.0,0.0,0.916667,0.583333,0.833333,0.0,0,27,6500.0,2087.871747,207.584121,0.363636,12,0.07025364030769231,4.572162191071962,0.5162046153846154,0.0,124.27148148148147,0.312934942315659,High-Value Active
C10504,198.035504,0.545455,0.0,0.0,0.0,14371.78789,0.0,0.0,0.0,0.25,3,0,10000.0,14481.46544,19.492021,0.0,12,0.0198035504,73.12560196276723,0.0,1.437178789,0.0,0.0,Cash-Advance Heavy
C10505,473.840442,0.727273,0.0,0.0,0.0,818.124484,0.0,0.0,0.0,0.333333,12,0,3000.0,142.286073,164.391437,0.0,12,0.157946814,0.300282669835936,0.0,0.27270816133333337,0.0,0.0,Low-Engagement
C10506,285.813075,1.0,3220.09,2941.39,278.7,0.0,1.0,1.0,0.416667,0.0,0,24,15000.0,826.764555,212.075152,1.0,12,0.019054205,2.892675763696255,0.21467266666666668,0.0,134.17041666666668,0.0865503759211699,High-Value Active
C10507,204.329381,1.0,6558.55,6558.55,0.0,0.0,1.0,1.0,0.0,0.0,0,74,7000.0,5872.707939,169.703195,0.916667,12,0.029189911571428574,28.741377819766406,0.9369357142857143,0.0,88.62905405405405,0.0,High-Value Active
C10508,3690.177649,1.0,0.0,0.0,0.0,1328.643945,0.0,0.0,0.0,0.5,11,0,4000.0,1006.358943,1819.542692,0.0,12,0.9225444122500001,0.27271287149894063,0.0,0.33216098625,0.0,0.0,High-Utilization
C10509,327.445978,1.0,4305.05,2905.71,1399.34,0.0,1.0,0.916667,0.916667,0.0,0,38,9500.0,4030.061017,197.534405,0.666667,12,0.03446799768421053,12.307559987803545,0.4531631578947369,0.0,113.29078947368421,0.32504616671118797,High-Value Active
C10510,6856.045926,1.0,262.1,262.1,0.0,3053.777459,0.166667,0.166667,0.0,0.333333,13,5,13000.0,1629.239381,1998.044046,0.0,12,0.5273881481538462,0.23763542406002258,0.020161538461538463,0.23490595838461537,52.42,0.0,Low-Engagement
C10511,155.644239,0.727273,1626.83,828.85,797.98,0.0,0.75,0.75,0.166667,0.0,0,17,13000.0,1924.101393,123.522314,0.571429,12,0.01197263376923077,12.36217546734897,0.12514076923076922,0.0,95.69588235294117,0.49051222315792065,Balanced Usage
C10512,4263.008734,1.0,3522.57,1482.0,2040.57,2485.845274,1.0,0.333333,1.0,0.25,6,25,6000.0,1165.621928,1520.54755,0.0,12,0.7105014556666667,0.27342705603755396,0.587095,0.4143075456666666,140.9028,0.5792844428925471,High-Value Active
C10513,10249.71178,1.0,0.0,0.0,0.0,2438.356719,0.0,0.0,0.0,0.333333,9,0,18000.0,2662.365409,2539.198217,0.0,12,0.5694284322222222,0.2597502706559033,0.0,0.13546426216666665,0.0,0.0,Low-Engagement
C10514,813.185305,1.0,8194.05,7280.27,913.78,0.0,1.0,1.0,1.0,0.0,0,121,6000.0,7069.804042,216.277252,0.583333,12,0.13553088416666667,8.693964338177508,1.365675,0.0,67.7194214876033,0.11151750355440838,High-Value Active
C10515,911.893997,1.0,1604.8,1527.3,77.5,1302.014616,0.25,0.25,0.083333,0.083333,2,11,4500.0,191.366024,307.812023,0.083333,12,0.20264311044444444,0.20985555846355683,0.35662222222222223,0.28933658133333334,145.89090909090908,0.0482926221335992,Balanced Usage
C10516,3563.23692,1.0,709.9,609.9,100.0,779.264494,1.0,1.0,0.083333,0.166667,2,16,7000.0,826.576112,817.39586,0.0,12,0.5090338457142857,0.2319733799794598,0.1014142857142857,0.11132349914285715,44.36875,0.1408649105507818,Balanced Usage
C10517,12478.17286,1.0,174.0,174.0,0.0,3269.418821,0.25,0.25,0.0,0.666667,21,3,14000.0,3251.190662,3872.099498,0.0,12,0.8912980614285715,0.26055021824725705,0.012428571428571428,0.2335299157857143,58.0,0.0,High-Utilization
C10518,2061.27937,1.0,0.0,0.0,0.0,554.11523,0.0,0.0,0.0,0.25,3,0,4500.0,552.713988,585.776445,0.0,12,0.4580620822222223,0.26814123114228805,0.0,0.12313671777777778,0.0,0.0,Low-Engagement
C10519,1556.376158,1.0,0.0,0.0,0.0,655.037683,0.0,0.0,0.0,0.583333,16,0,1700.0,1076.722225,1206.741644,0.0,12,0.9155153870588235,0.6918136206761399,0.0,0.38531628411764707,0.0,0.0,High-Utilization
C10520,126.207012,0.636364,913.0,0.0,913.0,0.0,0.416667,0.0,0.333333,0.0,0,5,7500.0,1718.487894,140.181283,1.0,12,0.016827601600000002,13.61642167710935,0.12173333333333333,0.0,182.6,1.0,Installment-Focused
C10521,2516.753364,1.0,606.62,598.95,7.67,0.0,0.833333,0.833333,0.083333,0.0,0,14,2750.0,1043.617154,1342.522124,0.0,12,0.9151830414545455,0.4146680278361992,0.2205890909090909,0.0,43.33,0.01264382974514523,High-Utilization
C10522,1199.942209,1.0,1447.01,306.31,1140.7,49.912813,0.916667,0.166667,0.916667,0.083333,1,19,2400.0,642.723723,457.255269,0.0,12,0.49997592041666666,0.5356288979413674,0.6029208333333334,0.020797005416666667,76.15842105263158,0.788315215513369,High-Value Active
C10523,13479.28821,1.0,41050.4,40624.06,426.34,0.0,0.833333,0.666667,0.416667,0.0,0,157,17000.0,36066.75068,15914.48462,0.083333,12,0.7928993064705883,2.6757162632106075,2.414729411764706,0.0,261.4675159235669,0.010385769687993296,High-Utilization
C10524,80.062693,1.0,727.27,727.27,0.0,0.0,0.583333,0.583333,0.0,0.0,0,11,20000.0,822.928249,206.656437,0.916667,12,0.00400313465,10.278548199721437,0.0363635,0.0,66.11545454545454,0.0,Balanced Usage
C10525,839.897907,1.0,1869.88,815.11,1054.77,0.0,1.0,0.363636,0.909091,0.0,0,30,4000.0,999.235386,280.393252,0.0,11,0.20997447675,1.189710532282586,0.46747000000000005,0.0,62.32933333333334,0.5640843262669262,High-Value Active
C10526,128.175207,0.818182,182.94,0.0,182.94,0.0,0.833333,0.0,0.833333,0.0,0,10,5000.0,1391.649702,186.774371,0.3,12,0.0256350414,10.857401634623457,0.036588,0.0,18.294,1.0,Installment-Focused
C10527,47.6368,0.727273,379.28,0.0,379.28,0.0,0.583333,0.0,0.583333,0.0,0,7,2500.0,641.943628,156.644197,1.0,12,0.01905472,13.475792412588586,0.15171199999999999,0.0,54.18285714285714,1.0,Installment-Focused
C10528,1529.206464,1.0,874.94,0.0,874.94,0.0,0.833333,0.0,0.75,0.0,0,18,1500.0,716.241063,1502.744095,0.0,12,1.019470976,0.46837433653432425,0.5832933333333333,0.0,48.607777777777784,1.0,High-Utilization
C10529,2643.343414,1.0,26402.39,22257.39,4145.0,0.0,1.0,1.0,0.333333,0.0,0,114,16500.0,24529.27662,534.032339,1.0,12,0.16020263115151515,9.2796405075803,1.6001448484848484,0.0,231.59991228070174,0.1569933631008405,High-Value Active
C10530,2924.757622,1.0,0.0,0.0,0.0,281.044645,0.0,0.0,0.0,0.166667,3,0,3000.0,677.649435,1187.962476,0.0,12,0.9749192073333334,0.23169421968600995,0.0,0.09368154833333334,0.0,0.0,High-Utilization
C10532,5036.870531,1.0,1752.15,1564.16,187.99,1072.351863,1.0,0.916667,0.583333,0.25,4,53,10300.0,1489.597574,1549.64691,0.0,12,0.4890165564077669,0.295738706173228,0.1701116504854369,0.1041118313592233,33.05943396226415,0.1072910424335816,High-Value Active
C10533,32.042424,0.909091,400.41,0.0,489.39,0.0,0.833333,0.0,0.75,0.0,0,11,4500.0,353.570259,132.13182,0.666667,12,0.007120538666666666,11.034441682689177,0.08898,0.0,36.400909090909096,1.222222222222222,Installment-Focused
C10534,2549.128288,1.0,13771.63,4503.31,9268.32,0.0,1.0,0.5,1.0,0.0,0,83,14500.0,16826.42443,451.636081,0.25,12,0.1758019508965517,6.6008543034927865,0.9497675862068965,0.0,165.92325301204818,0.6730009446957259,High-Value Active
C10535,3718.606699,1.0,1172.68,1172.68,0.0,10372.8492,0.083333,0.083333,0.0,0.5,10,7,9500.0,4820.842925,760.028047,0.0,12,0.39143228410526315,1.2964110795305164,0.12344000000000001,1.0918788631578948,167.5257142857143,0.0,Cash-Advance Heavy
C10536,4914.325665,1.0,1653.6,353.6,1300.0,1442.395734,0.75,0.25,0.583333,0.166667,3,14,5000.0,3410.253378,3451.70216,0.0,12,0.9828651330000001,0.6939412669143895,0.33071999999999996,0.2884791468,118.11428571428571,0.7861635220125787,High-Utilization
C10537,1191.584153,1.0,4238.79,2220.39,2018.4,0.0,1.0,0.5,1.0,0.0,0,33,10500.0,3528.728592,287.515344,0.083333,12,0.11348420504761905,2.9613758987276495,0.4036942857142857,0.0,128.4481818181818,0.4761736250203478,High-Value Active
C10538,98.420888,1.0,907.37,907.37,0.0,0.0,1.0,1.0,0.0,0.0,0,12,10000.0,908.907467,184.723457,1.0,12,0.0098420888,9.234904149615069,0.090737,0.0,75.61416666666666,0.0,Balanced Usage
C10539,1534.891604,1.0,0.0,0.0,0.0,2614.626296,0.0,0.0,0.0,0.25,8,0,3000.0,304.984801,427.594038,0.0,12,0.5116305346666666,0.1987011983160213,0.0,0.8715420986666667,0.0,0.0,Cash-Advance Heavy
C10540,675.117139,0.181818,0.0,0.0,0.0,6523.780195,0.0,0.0,0.0,0.083333,1,0,12500.0,0.0,312.343947,0.0,12,0.054009371119999997,0.0,0.0,0.5219024156000001,0.0,0.0,Cash-Advance Heavy
C10542,43.42718,1.0,569.34,0.0,569.34,0.0,1.0,0.0,1.0,0.0,0,19,16500.0,758.421856,163.044353,1.0,12,0.002631950303030303,17.464220702334345,0.03450545454545455,0.0,29.96526315789474,1.0,Installment-Focused
C10543,1874.601636,1.0,305.78,0.0,305.78,0.0,0.583333,0.0,0.583333,0.0,0,14,1500.0,518.757481,19977.00572,0.0,12,1.2497344240000001,0.2767294506938113,0.2038533333333333,0.0,21.84142857142857,1.0,High-Utilization
C10544,15258.2259,1.0,529.3,529.3,0.0,4100.891579,0.5,0.5,0.0,1.0,23,10,19000.0,2051.14647,3905.740148,0.0,8,0.8030645210526316,0.13442889648133996,0.027857894736842102,0.21583639889473685,52.92999999999999,0.0,High-Utilization
C10545,4497.213951,1.0,2001.19,210.43,1790.76,0.0,1.0,0.083333,1.0,0.0,0,30,4500.0,3058.768463,5067.863223,0.0,12,0.999380878,0.6801474193416688,0.4447088888888889,0.0,66.70633333333333,0.8948475656984094,High-Value Active
C10546,986.149218,0.454545,0.0,0.0,0.0,2955.030338,0.0,0.0,0.0,0.166667,6,0,3000.0,832.894753,706.541302,0.0,12,0.328716406,0.8445930268942322,0.0,0.9850101126666667,0.0,0.0,Cash-Advance Heavy
C10547,257.997181,1.0,1020.47,185.0,835.47,0.0,0.916667,0.083333,0.916667,0.0,0,27,6500.0,1099.15757,163.155119,0.0,12,0.039691874,4.260347208987528,0.15699538461538462,0.0,37.79518518518518,0.8187109861142415,Installment-Focused
C10548,4507.733288,1.0,4754.32,3636.53,1117.79,0.0,1.0,0.833333,0.75,0.0,0,43,9500.0,1924.73689,957.077692,0.0,12,0.4744982408421053,0.4269855306488133,0.5004547368421053,0.0,110.56558139534883,0.23511038381934746,High-Value Active
C10549,1117.635883,1.0,0.0,0.0,0.0,97.200877,0.0,0.0,0.0,0.25,3,0,1200.0,308.089987,361.250401,0.0,12,0.9313632358333332,0.2756622185152228,0.0,0.08100073083333334,0.0,0.0,High-Utilization
C10550,5083.397311,1.0,331.95,331.95,0.0,10384.82416,0.2,0.2,0.0,0.8,31,2,8000.0,4453.691497,1088.959964,0.0,10,0.635424663875,0.8761250054884802,0.041493749999999996,1.29810302,165.975,0.0,Cash-Advance Heavy
C10551,3649.559565,0.818182,1490.0,1490.0,0.0,8824.695802,0.083333,0.083333,0.0,0.166667,2,1,12500.0,573.307364,747.486806,0.0,12,0.2919647652,0.15708946621891895,0.1192,0.70597566416,1490.0,0.0,Cash-Advance Heavy
C10552,77.45581,1.0,558.28,270.52,287.76,0.0,0.916667,0.25,0.833333,0.0,0,14,8000.0,601.746596,149.982513,0.333333,12,0.00968197625,7.7689019842410785,0.069785,0.0,39.87714285714286,0.5154402808626496,Balanced Usage
C10553,1362.418281,1.0,1477.44,900.0,577.44,451.968387,1.0,0.111111,0.888889,0.111111,1,10,1500.0,559.095981,1058.84479,0.0,9,0.908278854,0.4103702870087957,0.9849600000000001,0.301312258,147.744,0.3908382066276803,High-Value Active
C10554,189.12074,0.909091,1051.1,0.0,1051.1,0.0,0.833333,0.0,0.833333,0.0,0,13,3000.0,1301.155857,168.227161,0.375,12,0.06304024666666667,6.880027314825439,0.35036666666666666,0.0,80.85384615384615,1.0,Installment-Focused
C10555,2374.663583,1.0,2242.26,1222.96,1019.3,228.465161,1.0,0.416667,1.0,0.083333,2,42,2850.0,2073.374513,874.422722,0.0,12,0.8332152922807018,0.8731234722438577,0.7867578947368422,0.08016321438596491,53.38714285714286,0.4545859980555332,High-Value Active
C10556,1112.070216,1.0,179.24,59.0,120.24,0.0,0.416667,0.083333,0.333333,0.0,0,7,4000.0,217.546584,368.652894,0.0,12,0.278017554,0.1956230648658969,0.04481,0.0,25.60571428571429,0.6708324034813657,Installment-Focused
C10557,2569.379868,1.0,972.65,162.95,809.7,1390.367155,0.583333,0.166667,0.5,0.166667,5,15,5500.0,807.047622,590.361005,0.0,12,0.467159976,0.3141021037999353,0.17684545454545453,0.2527940281818182,64.84333333333333,0.8324679997943762,Installment-Focused
C10558,2883.906333,1.0,4620.34,4300.42,319.92,0.0,1.0,0.583333,1.0,0.0,0,21,7500.0,6476.333335,1090.368608,0.083333,12,0.3845208444,2.245680888069259,0.6160453333333333,0.0,220.01619047619047,0.06924165754035418,High-Value Active
C10559,71.046063,0.181818,1023.8,1023.8,0.0,0.0,0.083333,0.083333,0.0,0.0,0,2,20000.0,5872.895164,116.063003,0.0,12,0.00355230315,82.66320350502743,0.05119,0.0,511.9,0.0,Low-Engagement
C10560,3366.051663,1.0,6344.3,4438.8,1905.5,0.0,1.0,0.833333,0.666667,0.0,0,54,12000.0,2890.901993,694.340138,0.083333,12,0.28050430525000003,0.8588406484597678,0.5286916666666667,0.0,117.48703703703704,0.30034834418296735,High-Value Active
C10561,7190.047748,1.0,1549.61,1549.61,0.0,3269.100834,0.666667,0.666667,0.0,0.75,11,19,17500.0,1727.425472,1770.058766,0.0,12,0.4108598713142857,0.2402522949142451,0.08854914285714285,0.18680576194285714,81.55842105263157,0.0,Balanced Usage
C10562,68.039722,0.454545,734.11,734.11,0.0,0.0,0.333333,0.333333,0.0,0.0,0,6,5000.0,1537.307484,102.554198,0.5,12,0.013607944399999999,22.59426462677199,0.146822,0.0,122.35166666666667,0.0,Balanced Usage
C10563,5066.461251,1.0,2274.21,1282.85,991.36,2854.551358,1.0,0.666667,1.0,0.75,23,60,5000.0,5174.255034,6174.387335,0.0,12,1.0132922502,1.0212759513316567,0.454842,0.5709102716000001,37.9035,0.43591400970007166,High-Value Active
C10564,2454.610005,1.0,1635.69,0.0,1635.69,486.813976,1.0,0.0,1.0,0.083333,1,33,3000.0,1442.488419,1113.097672,0.0,12,0.818203335,0.5876650123896159,0.54523,0.16227132533333335,49.56636363636364,1.0,High-Value Active
C10565,64.329876,0.272727,627.03,482.03,145.0,0.0,0.25,0.166667,0.166667,0.0,0,8,6000.0,1513.704151,112.874987,1.0,12,0.010721646,23.530344610022254,0.104505,0.0,78.37875,0.23124890356123312,Balanced Usage
C10566,1284.63314,1.0,55.5,0.0,55.5,5406.459348,0.083333,0.0,0.083333,0.833333,123,1,3000.0,3432.757202,421.385587,0.0,12,0.42821104666666665,2.6721692716101035,0.0185,1.8021531160000002,55.5,1.0,Cash-Advance Heavy
C10567,76.93561,0.833333,277.0,277.0,0.0,0.0,0.333333,0.333333,0.0,0.0,0,2,8500.0,814.605178,109.433095,0.333333,6,0.009051248235294117,10.588142187993311,0.03258823529411765,0.0,138.5,0.0,Balanced Usage
C10568,950.563525,0.909091,7479.95,7479.95,0.0,0.0,0.818182,0.818182,0.0,0.0,0,14,15000.0,7521.226078,319.437528,0.888889,11,0.06337090166666667,7.91238657931883,0.49866333333333335,0.0,534.2821428571428,0.0,Balanced Usage
C10569,5178.179489,1.0,3937.59,2606.42,1331.17,0.0,1.0,0.75,0.833333,0.0,0,54,9500.0,1248.498168,1143.849403,0.0,12,0.5450715251578947,0.24110754960352052,0.41448315789473683,0.0,72.91833333333334,0.33806719338478614,High-Value Active
C10570,531.455619,1.0,6300.4,6300.4,0.0,0.0,0.833333,0.833333,0.0,0.0,0,21,16500.0,4924.941312,182.288774,1.0,12,0.032209431454545454,9.266891036483708,0.3818424242424242,0.0,300.0190476190476,0.0,Balanced Usage
C10571,263.6992,1.0,1856.64,0.0,1856.64,0.0,1.0,0.0,1.0,0.0,0,12,1800.0,1591.559543,1991.577214,0.0,12,0.14649955555555558,6.035511457751863,1.0314666666666668,0.0,154.72,1.0,High-Value Active
C10572,492.070146,0.8,4924.41,4924.41,0.0,0.0,0.8,0.8,0.0,0.0,0,48,10500.0,3430.597877,149.408227,1.0,10,0.04686382342857143,6.971765925827982,0.46899142857142856,0.0,102.591875,0.0,Balanced Usage
C10573,1034.660626,0.833333,1308.11,1308.11,0.0,234.602843,0.5,0.5,0.0,0.166667,1,8,1500.0,236.764555,207.007715,0.0,6,0.6897737506666667,0.2288330579615581,0.8720733333333333,0.15640189533333335,163.51375,0.0,Balanced Usage
C10574,11547.52001,1.0,49039.57,40761.25,8278.32,558.166886,1.0,1.0,0.916667,0.083333,1,101,22500.0,46930.59824,2974.069421,0.25,12,0.5132231115555556,4.064127899268303,2.1795364444444445,0.024807417155555553,485.54029702970297,0.16880898425495983,High-Value Active
C10575,8997.488544,1.0,4604.72,4020.33,584.39,1854.533843,0.916667,0.666667,0.75,0.166667,8,46,9000.0,4201.889848,7060.930982,0.0,12,0.9997209493333333,0.4670069683836432,0.5116355555555556,0.20605931588888887,100.10260869565218,0.1269110825413923,High-Value Active
C10576,9149.4096,1.0,227.8,227.8,0.0,5583.937965,0.333333,0.333333,0.0,0.666667,13,4,9500.0,6710.905443,6510.915661,0.0,12,0.9630957473684212,0.7334796163240959,0.023978947368421055,0.5877829436842106,56.95,0.0,High-Utilization
C10577,1296.922119,1.0,2327.49,2327.49,0.0,1873.271885,0.666667,0.666667,0.0,0.25,6,18,6000.0,2322.412643,360.670758,0.0,12,0.2161536865,1.790710952474703,0.38791499999999995,0.31221198083333335,129.30499999999998,0.0,Balanced Usage
C10578,1758.979585,0.818182,1199.0,1199.0,0.0,8552.910316,0.090909,0.090909,0.0,0.636364,17,1,6750.0,11634.38713,422.041626,0.111111,11,0.26058956814814815,6.6142820696807565,0.17762962962962964,1.2670978245925926,1199.0,0.0,Cash-Advance Heavy
C10579,194.493602,1.0,1174.76,0.0,1174.76,0.0,1.0,0.0,1.0,0.0,0,41,4500.0,1280.294998,203.755356,0.0,12,0.04322080044444444,6.582710098607768,0.2610577777777778,0.0,28.652682926829268,1.0,High-Value Active
C10580,3294.37955,1.0,0.0,0.0,0.0,2546.891416,0.0,0.0,0.0,0.083333,3,0,4000.0,1084.059239,1228.291582,0.0,12,0.8235948875,0.3290632492543247,0.0,0.636722854,0.0,0.0,High-Utilization
C10581,5404.202992,1.0,469.0,286.0,183.0,8005.22508,0.666667,0.166667,0.333333,0.833333,52,4,7000.0,2676.467444,1468.475204,0.0,6,0.7720289988571429,0.4952566452374296,0.067,1.143603582857143,117.25,0.39019189765458423,High-Utilization
C10582,5484.800476,1.0,0.0,0.0,0.0,1239.217984,0.0,0.0,0.0,0.666667,8,0,6000.0,2060.020446,1306.960035,0.0,12,0.9141334126666667,0.37558712573303094,0.0,0.20653633066666666,0.0,0.0,High-Utilization
C10583,181.463092,1.0,133.39,133.39,0.0,219.143859,0.25,0.25,0.0,0.166667,2,3,2500.0,168.425788,169.473399,0.0,12,0.0725852368,0.9281545141973003,0.053355999999999994,0.0876575436,44.46333333333333,0.0,Low-Engagement
C10584,1311.732049,1.0,10700.63,2912.65,7787.98,0.0,0.916667,0.5,1.0,0.0,0,222,6000.0,9853.313787,280.014823,0.818182,12,0.21862200816666666,7.511681821383934,1.7834383333333332,0.0,48.20103603603603,0.7278057460168234,High-Value Active
C10585,542.218074,1.0,0.0,0.0,0.0,1074.741949,0.0,0.0,0.0,0.166667,2,0,1500.0,1328.855136,189.52525,0.0,12,0.361478716,2.450776172392955,0.0,0.7164946326666667,0.0,0.0,Cash-Advance Heavy
C10586,1029.101022,1.0,49.1,0.0,49.1,0.0,0.25,0.0,0.25,0.0,0,3,1000.0,59.924534,8269.955787,0.0,12,1.029101022,0.05822998201239761,0.049100000000000005,0.0,16.366666666666667,1.0,High-Utilization
C10587,1202.975648,1.0,11313.77,10133.7,1180.07,0.0,1.0,1.0,0.833333,0.0,0,98,6000.0,10718.04224,281.611634,0.833333,12,0.20049594133333334,8.90960865069814,1.8856283333333335,0.0,115.44663265306123,0.10430387041631568,High-Value Active
C10588,1095.379426,1.0,0.0,0.0,0.0,282.895246,0.0,0.0,0.0,0.25,3,0,1200.0,432.048813,256.494357,0.0,12,0.9128161883333333,0.39442845350648387,0.0,0.23574603833333332,0.0,0.0,High-Utilization
C10589,4546.766836,1.0,3525.37,0.0,3525.37,0.0,1.0,0.0,1.0,0.0,0,66,15000.0,14083.96809,1442.933291,0.25,12,0.30311778906666664,3.097578696687758,0.23502466666666666,0.0,53.41469696969697,1.0,High-Value Active
C10590,28.934197,0.909091,258.74,258.74,0.0,0.0,0.666667,0.666667,0.0,0.0,0,16,12000.0,502.486404,105.034384,1.0,12,0.0024111830833333336,17.36652321818366,0.021561666666666666,0.0,16.17125,0.0,Balanced Usage
C10591,3457.086184,1.0,2448.6,0.0,2448.6,0.0,1.0,0.0,1.0,0.0,0,12,1700.0,227.514473,38512.12477,0.0,12,2.033580108235294,0.06581105037328165,1.4403529411764706,0.0,204.04999999999998,1.0,High-Value Active
C10592,23.290641,0.727273,293.99,194.99,99.0,0.0,0.5,0.25,0.166667,0.0,0,6,12500.0,287.796655,93.027601,0.333333,12,0.00186325128,12.356751151675043,0.0235192,0.0,48.998333333333335,0.3367461478281574,Balanced Usage
C10593,9559.783145,1.0,709.0,709.0,0.0,771.711794,0.3,0.3,0.0,0.3,3,3,10500.0,2447.227264,2042.09446,0.0,10,0.9104555376190475,0.2559919222937562,0.06752380952380953,0.07349636133333334,236.33333333333334,0.0,High-Utilization
C10594,2154.175363,1.0,1628.07,1628.07,0.0,0.0,0.333333,0.333333,0.0,0.0,0,8,5000.0,654.505745,507.655831,0.0,12,0.4308350726,0.3038312275972307,0.325614,0.0,203.50875,0.0,Balanced Usage
C10595,2627.184835,1.0,0.0,0.0,0.0,3216.192328,0.0,0.0,0.0,0.083333,7,0,3150.0,394.285767,10636.14839,0.0,12,0.8340269317460317,0.1500791880903195,0.0,1.0210134374603175,0.0,0.0,High-Utilization
C10596,2689.586312,1.0,0.0,0.0,0.0,2224.68646,0.0,0.0,0.0,0.083333,1,0,7000.0,809.880619,663.360789,0.0,12,0.38422661599999997,0.3011171700966033,0.0,0.3178123514285714,0.0,0.0,Low-Engagement
C10597,11.890862,0.090909,165.0,165.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,15000.0,0.0,312.343947,0.0,12,0.0007927241333333334,0.0,0.011,0.0,165.0,0.0,Low-Engagement
C10598,3452.538704,1.0,11681.64,11681.64,0.0,0.0,1.0,1.0,0.0,0.0,0,141,10500.0,8145.713972,1198.614519,0.0,12,0.3288132099047619,2.3593403783026785,1.112537142857143,0.0,82.84851063829787,0.0,High-Value Active
C10599,1068.031748,0.727273,98.97,0.0,98.97,0.0,0.416667,0.0,0.416667,0.0,0,5,2500.0,3594.989864,445.215577,0.0,12,0.42721269920000005,3.365995318708447,0.039588,0.0,19.794,1.0,Installment-Focused
C10600,7295.920263,1.0,0.0,0.0,0.0,721.214369,0.0,0.0,0.0,0.25,4,0,7500.0,1984.351035,3082.801095,0.0,12,0.9727893684,0.27198091035387184,0.0,0.09616191586666667,0.0,0.0,High-Utilization
C10601,7975.19143,1.0,1142.15,1017.65,124.5,2652.115823,0.5,0.333333,0.25,0.25,3,10,9000.0,2079.521171,2902.18515,0.0,12,0.8861323811111111,0.2607487468172284,0.12690555555555558,0.2946795358888889,114.215,0.10900494681083919,High-Utilization
C10602,1866.608592,1.0,1494.5,1494.5,0.0,0.0,0.416667,0.416667,0.0,0.0,0,8,8500.0,2031.589282,462.41515,0.0,12,0.21960101082352942,1.0883852622917745,0.1758235294117647,0.0,186.8125,0.0,Balanced Usage
C10603,259.467265,0.909091,646.24,646.24,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,10000.0,540.021578,183.086463,0.0,12,0.0259467265,2.081270552568548,0.064624,0.0,646.24,0.0,Low-Engagement
C10604,1298.191599,1.0,0.0,0.0,0.0,2052.835555,0.0,0.0,0.0,0.333333,9,0,3500.0,3009.926784,505.965923,0.083333,12,0.37091188542857145,2.3185535835531166,0.0,0.5865244442857143,0.0,0.0,Cash-Advance Heavy
